Date,Gain
1/3/2018,9.183
1/3/2018,19.036
1/3/2018,3.0435
2/3/2018,3.711
2/3/2018,12.21
2/3/2018,12.245
3/3/2018,16.719
3/3/2018,4.485
3/3/2018,4.639
4/3/2018,24.7815
4/3/2018,15.544
4/3/2018,21.6725
5/3/2018,7.905
5/3/2018,25.571
5/3/2018,6.903
6/3/2018,15.148
6/3/2018,20.9475
6/3/2018,12.08
7/3/2018,7.935
7/3/2018,17.595
7/3/2018,23.5865
8/3/2018,3.347
8/3/2018,1.439
8/3/2018,22.032
9/3/2018,29.283
9/3/2018,4.75
9/3/2018,34.0155
10/3/2018,39.385
10/3/2018,23.56
10/3/2018,15.494
11/3/2018,0.9165
11/3/2018,6.524
11/3/2018,9.318
12/3/2018,44.74
12/3/2018,3.3175
12/3/2018,10.046
13/03/2018,31.06
13/03/2018,7.773
13/03/2018,0.8875
14/03/2018,7.278
14/03/2018,6.45
14/03/2018,31.09
15/03/2018,22.773
15/03/2018,13.188
15/03/2018,4.3
16/03/2018,33.6015
16/03/2018,33.777
16/03/2018,20.13
17/03/2018,20.825
17/03/2018,3.29
17/03/2018,16.2425
18/03/2018,22.068
18/03/2018,7.66
18/03/2018,4.7575
19/03/2018,9.0045
19/03/2018,11.12
19/03/2018,19.448
20/03/2018,39.155
20/03/2018,2.7225
20/03/2018,21.284
21/03/2018,5.095
21/03/2018,34.44
21/03/2018,15.904
22/03/2018,29.757
22/03/2018,7.094
22/03/2018,13.552
23/03/2018,14.502
23/03/2018,37.3
23/03/2018,19.232
24/03/2018,7.7
24/03/2018,14.148
24/03/2018,11.79
25/03/2018,16.072
25/03/2018,17.77
25/03/2018,10.578
26/03/2018,12.2275
26/03/2018,16.8575
26/03/2018,4.768
27/03/2018,29.071
27/03/2018,2.112
27/03/2018,0.5085
28/03/2018,19.13
28/03/2018,9.693
28/03/2018,10.3065
29/03/2018,17.283
29/03/2018,1.203
29/03/2018,21.028
30/03/2018,2.1235
30/03/2018,29.913
30/03/2018,4.402
31/03/2018,23.097
31/03/2018,16.7895
31/03/2018,32.4495
1/4/2018,9.476
1/4/2018,10.91
1/4/2018,6.192
2/4/2018,22.43
2/4/2018,19.084
2/4/2018,32.475
3/4/2018,7.693
3/4/2018,35.495
3/4/2018,37.11
4/4/2018,28.962
4/4/2018,22.01
4/4/2018,4.224
5/4/2018,4.4875
5/4/2018,27.984
5/4/2018,12.514
6/4/2018,4.858
6/4/2018,1.85
6/4/2018,4.74
7/4/2018,43.935
7/4/2018,0.767
7/4/2018,4.565
8/4/2018,3.735
8/4/2018,29.949
8/4/2018,14.2555
9/4/2018,7.9125
9/4/2018,9.534
9/4/2018,2.619
10/4/2018,24.81
10/4/2018,16.67
10/4/2018,9.635
11/4/2018,2.4355
11/4/2018,3.743
11/4/2018,13.389
12/4/2018,35.3475
12/4/2018,10.6875
12/4/2018,27.935
13/04/2018,10.3815
13/04/2018,16.9785
13/04/2018,8.766
14/04/2018,17.478
14/04/2018,33.208
14/04/2018,7.791
15/04/2018,10.6225
15/04/2018,20.15
15/04/2018,3.015
16/04/2018,44.335
16/04/2018,9.7475
16/04/2018,3.947
17/04/2018,8.214
17/04/2018,3.124
17/04/2018,1.487
18/04/2018,18.639
18/04/2018,3.636
18/04/2018,1.066
19/04/2018,15.291
19/04/2018,9.055
19/04/2018,14.067
20/04/2018,40.985
20/04/2018,12.98
20/04/2018,3.663
21/04/2018,1.649
21/04/2018,5.768
21/04/2018,1.119
22/04/2018,14.7315
22/04/2018,23.514
22/04/2018,32.796
23/04/2018,25.494
23/04/2018,12.002
23/04/2018,29.73
24/04/2018,26.1315
24/04/2018,4.4305
24/04/2018,3.705
25/04/2018,36.3555
25/04/2018,9.982
25/04/2018,9.848
26/04/2018,4.053
26/04/2018,1.9505
26/04/2018,18.6165
27/04/2018,5.485
27/04/2018,2.4305
27/04/2018,26.395
28/04/2018,2.568
28/04/2018,10.238
28/04/2018,23.9875
29/04/2018,5.48
29/04/2018,5.984
29/04/2018,16.4295
30/04/2018,5.344
30/04/2018,25.27
30/04/2018,8.448
1/5/2018,39.824
1/5/2018,14.0805
1/5/2018,5.662
2/5/2018,19.992
2/5/2018,35.516
2/5/2018,17.277
3/5/2018,44.982
3/5/2018,3.972
3/5/2018,21.4335
4/5/2018,25.564
4/5/2018,8.191
4/5/2018,4.3135
5/5/2018,22.588
5/5/2018,23.979
5/5/2018,1.276
6/5/2018,32.7915
6/5/2018,6.933
6/5/2018,5.076
7/5/2018,8.0625
7/5/2018,3.5575
7/5/2018,17.8745
8/5/2018,14.2785
8/5/2018,6.9975
8/5/2018,11.9385
9/5/2018,27.416
9/5/2018,39.065
9/5/2018,5.0715
10/5/2018,40.626
10/5/2018,9.937
10/5/2018,36.212
11/5/2018,13.867
11/5/2018,3.162
11/5/2018,6.282
12/5/2018,27.639
12/5/2018,18.6975
12/5/2018,3.6465
13/05/2018,6.968
13/05/2018,10.3845
13/05/2018,12.918
14/05/2018,26.235
14/05/2018,8.814
14/05/2018,8.687
15/05/2018,24.39
15/05/2018,10.3185
15/05/2018,2.825
16/05/2018,13.533
16/05/2018,1.971
16/05/2018,10.715
17/05/2018,6.5775
17/05/2018,4.578
17/05/2018,26.718
18/05/2018,10.326
18/05/2018,15.4425
18/05/2018,4.658
19/05/2018,25.955
19/05/2018,6.456
19/05/2018,26.104
20/05/2018,29
20/05/2018,19.548
20/05/2018,2.6175
21/05/2018,44.9
21/05/2018,24.945
21/05/2018,1.9875
22/05/2018,45.25
22/05/2018,18.852
22/05/2018,36.008
23/05/2018,34.3
23/05/2018,10.226
23/05/2018,4.84
24/05/2018,1.5205
24/05/2018,7.272
24/05/2018,16.605
25/05/2018,23.385
25/05/2018,9.909
25/05/2018,4.072
26/05/2018,13.878
26/05/2018,4.935
26/05/2018,15.995
27/05/2018,15.07
27/05/2018,19.255
27/05/2018,10.326
28/05/2018,13.228
28/05/2018,2.348
28/05/2018,8.334
29/05/2018,28.744
29/05/2018,3.675
29/05/2018,15.953
30/05/2018,12.984
30/05/2018,7.1125
30/05/2018,4.395
31/05/2018,18.308
31/05/2018,34.38
31/05/2018,36.735
1/6/2018,12.096
1/6/2018,17.385
1/6/2018,4.876
2/6/2018,37.458
2/6/2018,7.1475
2/6/2018,38.46
3/6/2018,4.944
3/6/2018,19.269
3/6/2018,20.915
4/6/2018,32.388
4/6/2018,7.2135
4/6/2018,23.164
5/6/2018,23.0725
5/6/2018,19.5895
5/6/2018,23.1225
6/6/2018,3.6085
6/6/2018,26.915
6/6/2018,7.095
7/6/2018,12.57
7/6/2018,24.2575
7/6/2018,15.135
8/6/2018,43.749
8/6/2018,6.6975
8/6/2018,39.664
9/6/2018,28.017
9/6/2018,35.0685
9/6/2018,21.259
10/6/2018,17.272
10/6/2018,3.5975
10/6/2018,14.181
11/6/2018,3.1845
11/6/2018,35.7
11/6/2018,29.96
12/6/2018,16.0265
12/6/2018,9.107
12/6/2018,15.768
13/06/2018,7.64
13/06/2018,6.75
13/06/2018,20.178
14/06/2018,19.95
14/06/2018,49.65
14/06/2018,9.194
15/06/2018,17.028
15/06/2018,18.0915
15/06/2018,6.9325
16/06/2018,47.79
16/06/2018,19.1555
16/06/2018,4.0355
17/06/2018,49.49
17/06/2018,12.15
17/06/2018,5.832
18/06/2018,15.384
18/06/2018,1.512
18/06/2018,15.676
19/06/2018,24.332
19/06/2018,17.828
19/06/2018,42.305
20/06/2018,17.5025
20/06/2018,18.775
20/06/2018,20.72
21/06/2018,20.0125
21/06/2018,47.72
21/06/2018,7.954
22/06/2018,8.34
22/06/2018,4.125
22/06/2018,24.505
23/06/2018,15.867
23/06/2018,3.7485
23/06/2018,4.3725
24/06/2018,7.916
24/06/2018,32.384
24/06/2018,11.226
25/06/2018,15.228
25/06/2018,37.788
25/06/2018,37.248
26/06/2018,8.868
26/06/2018,9.979
26/06/2018,20.536
27/06/2018,7.8785
27/06/2018,21.966
27/06/2018,14.94
28/06/2018,22.164
28/06/2018,8.248
28/06/2018,10.647
29/06/2018,13.02
29/06/2018,16.336
29/06/2018,2.1425
30/06/2018,22.491
30/06/2018,23.094
30/06/2018,18.934
1/7/2018,15.388
1/7/2018,13.188
1/7/2018,10.3455
2/7/2018,7.75
2/7/2018,7.18
2/7/2018,3.939
3/7/2018,13.724
3/7/2018,9.675
3/7/2018,16.1055
4/7/2018,4.319
4/7/2018,9.191
4/7/2018,4.911
5/7/2018,2.712
5/7/2018,6.096
5/7/2018,1.273
6/7/2018,37.796
6/7/2018,21.033
6/7/2018,29.099
7/7/2018,9.294
7/7/2018,12.624
7/7/2018,10.566
8/7/2018,3.7035
8/7/2018,16.7725
8/7/2018,2.756
9/7/2018,13.962
9/7/2018,24.175
9/7/2018,4.4155
10/7/2018,11.556
10/7/2018,15.921
10/7/2018,17.829
11/7/2018,7.352
11/7/2018,33.4215
11/7/2018,39.7125
12/7/2018,39.51
12/7/2018,19.396
12/7/2018,2.531
13/07/2018,5.11
13/07/2018,4.73
13/07/2018,29.976
14/07/2018,8.1775
14/07/2018,16.466
14/07/2018,8.335
15/07/2018,3.7145
15/07/2018,2.661
15/07/2018,37.22
16/07/2018,4.37
16/07/2018,24.9225
16/07/2018,22.428
17/07/2018,1.2645
17/07/2018,14.978
17/07/2018,18.945
18/07/2018,8.3
18/07/2018,10.235
18/07/2018,12.858
19/07/2018,17.8475
19/07/2018,3.791
19/07/2018,27.6115
20/07/2018,5.745
20/07/2018,14.031
20/07/2018,22.37
21/07/2018,11.498
21/07/2018,16.16
21/07/2018,13.8135
22/07/2018,21.4935
22/07/2018,24.3315
22/07/2018,17.187
23/07/2018,12.95
23/07/2018,6.377
23/07/2018,13.304
24/07/2018,4.4425
24/07/2018,12.072
24/07/2018,44.919
25/07/2018,10.3635
25/07/2018,18.975
25/07/2018,22.84
26/07/2018,29.9925
26/07/2018,3.841
26/07/2018,12.6975
27/07/2018,14.265
27/07/2018,26.13
27/07/2018,3.528
28/07/2018,4.5555
28/07/2018,3.987
28/07/2018,32.858
29/07/2018,44.8785
29/07/2018,19.375
29/07/2018,8.425
30/07/2018,11.8035
30/07/2018,13.5675
30/07/2018,2.689
31/07/2018,41.967
31/07/2018,6.1155
31/07/2018,8.9525
1/8/2018,23.09
1/8/2018,12.318
1/8/2018,10.572
2/8/2018,6.963
2/8/2018,8.658
2/8/2018,5.9865
3/8/2018,10.3635
3/8/2018,11.829
3/8/2018,3.285
4/8/2018,0.914
4/8/2018,9.244
4/8/2018,12.57
5/8/2018,6.1925
5/8/2018,0.699
5/8/2018,4.208
6/8/2018,14.196
6/8/2018,9.9375
6/8/2018,19.773
7/8/2018,37.948
7/8/2018,34.2265
7/8/2018,14.8995
8/8/2018,8.601
8/8/2018,13.452
8/8/2018,22.7205
9/8/2018,13.605
9/8/2018,3.4475
9/8/2018,13.806
10/8/2018,21.728
10/8/2018,13.742
10/8/2018,7.9
11/8/2018,2.9525
11/8/2018,11.306
11/8/2018,44.397
12/8/2018,0.627
12/8/2018,5.955
12/8/2018,4.599
13/08/2018,4.325
13/08/2018,17.105
13/08/2018,2.089
14/08/2018,8.716
14/08/2018,2.187
14/08/2018,0.775
15/08/2018,31.2165
15/08/2018,5.2425
15/08/2018,14.523
16/08/2018,7.412
16/08/2018,3.876
16/08/2018,3.333
17/08/2018,27.21
17/08/2018,20.372
17/08/2018,3.827
18/08/2018,25.368
18/08/2018,4.8055
18/08/2018,14.985
19/08/2018,8.137
19/08/2018,9.076
19/08/2018,12.1515
20/08/2018,1.5885
20/08/2018,4.0755
20/08/2018,2.37
21/08/2018,37.8405
21/08/2018,5.722
21/08/2018,8.6225
21/08/2018,37.8405
22/08/2018,14.764
22/08/2018,8.827
22/08/2018,42.315
22/08/2018,14.764
23/08/2018,25.97
23/08/2018,5.79
23/08/2018,12.9185
23/08/2018,25.97
24/08/2018,9.314
24/08/2018,12.6075
24/08/2018,30.478
24/08/2018,9.314
25/08/2018,4.3525
25/08/2018,48.605
25/08/2018,12.012
25/08/2018,4.3525
26/08/2018,11.055
26/08/2018,10.168
26/08/2018,8.613
26/08/2018,11.055
27/08/2018,3.305
27/08/2018,0.814
27/08/2018,4.992
27/08/2018,3.305
28/08/2018,4.4845
28/08/2018,18.2745
28/08/2018,14.932
28/08/2018,4.4845
29/08/2018,11.223
29/08/2018,18.6095
29/08/2018,7.98
29/08/2018,11.223
30/08/2018,5.977
30/08/2018,3.1305
30/08/2018,1.2725
30/08/2018,5.977
31/08/2018,9.32
31/08/2018,16.8175
31/08/2018,3.3885
31/08/2018,9.32
1/9/2018,12.53
1/9/2018,45.325
1/9/2018,11.918
1/9/2018,12.53
2/9/2018,37.548
2/9/2018,6.908
2/9/2018,11.63
2/9/2018,37.548
3/9/2018,19.036
3/9/2018,4.327
3/9/2018,43.866
3/9/2018,19.036
4/9/2018,12.21
4/9/2018,7.038
4/9/2018,34.986
4/9/2018,12.21
5/9/2018,4.485
5/9/2018,33.439
5/9/2018,33.7295
5/9/2018,4.485
6/9/2018,15.544
6/9/2018,2.372
6/9/2018,15.9275
6/9/2018,15.544
7/9/2018,25.571
7/9/2018,44.658
7/9/2018,1.476
7/9/2018,25.571
8/9/2018,20.9475
8/9/2018,16.586
8/9/2018,24.8
8/9/2018,20.9475
9/9/2018,17.595
9/9/2018,10.197
9/9/2018,41.17
9/9/2018,17.595
10/9/2018,1.439
10/9/2018,3.408
10/9/2018,30.148
10/9/2018,1.439
11/9/2018,4.75
11/9/2018,16.344
11/9/2018,14.14
11/9/2018,4.75
12/9/2018,23.56
12/9/2018,4.36
12/9/2018,38.3
12/9/2018,23.56
13/09/2018,6.524
13/09/2018,35.372
13/09/2018,5.803
13/09/2018,6.524
14/09/2018,3.3175
14/09/2018,40.1445
14/09/2018,8.745
14/09/2018,3.3175
15/09/2018,7.773
15/09/2018,0.639
15/09/2018,3.0475
15/09/2018,7.773
16/09/2018,6.45
16/09/2018,6.685
16/09/2018,2.0175
16/09/2018,6.45
17/09/2018,13.188
17/09/2018,0.9575
17/09/2018,48.69
17/09/2018,13.188
18/09/2018,33.777
18/09/2018,13.83
18/09/2018,1.592
18/09/2018,33.777
19/09/2018,3.29
19/09/2018,6.861
19/09/2018,3.291
19/09/2018,3.29
20/09/2018,7.66
20/09/2018,1.3535
20/09/2018,30.919
20/09/2018,7.66
21/09/2018,11.12
21/09/2018,1.956
21/09/2018,26.1415
21/09/2018,11.12
22/09/2018,2.7225
22/09/2018,22.413
22/09/2018,3.82
22/09/2018,2.7225
23/09/2018,34.44
23/09/2018,6.603
23/09/2018,16.2155
23/09/2018,34.44
24/09/2018,7.094
24/09/2018,15.9025
24/09/2018,23.288
24/09/2018,7.094
25/09/2018,37.3
25/09/2018,1.25
25/09/2018,30.2085
25/09/2018,37.3
26/09/2018,14.148
26/09/2018,4.154
26/09/2018,29.8865
26/09/2018,14.148
27/09/2018,17.77
27/09/2018,7.39
27/09/2018,20.652
27/09/2018,17.77
28/09/2018,16.8575
28/09/2018,34.83
28/09/2018,36.78
28/09/2018,16.8575
29/09/2018,2.112
29/09/2018,39.695
29/09/2018,3.626
29/09/2018,2.112
30/09/2018,9.693
30/09/2018,23.285
30/09/2018,8.226
30/09/2018,9.693
1/10/2018,1.203
1/10/2018,1.7945
1/10/2018,2.896
1/10/2018,1.203
2/10/2018,29.913
2/10/2018,10.13
2/10/2018,5.102
2/10/2018,29.913
3/10/2018,16.7895
3/10/2018,36.525
3/10/2018,11.7375
3/10/2018,16.7895
4/10/2018,10.91
4/10/2018,14.79
4/10/2018,21.595
4/10/2018,10.91
5/10/2018,19.084
5/10/2018,1.131
5/10/2018,35.69
5/10/2018,19.084
6/10/2018,35.495
6/10/2018,12.835
6/10/2018,28.116
6/10/2018,35.495
7/10/2018,22.01
7/10/2018,27.275
7/10/2018,24.1255
7/10/2018,22.01
8/10/2018,27.984
8/10/2018,13.0025
8/10/2018,21.783
8/10/2018,27.984
9/10/2018,1.85
9/10/2018,11.106
9/10/2018,8.2005
9/10/2018,1.85
10/10/2018,0.767
10/10/2018,1.079
10/10/2018,4.03
10/10/2018,0.767
11/10/2018,29.949
11/10/2018,4.942
11/10/2018,21.51
11/10/2018,29.949
12/10/2018,9.534
12/10/2018,25.131
12/10/2018,13.197
12/10/2018,9.534
13/10/2018,16.67
13/10/2018,8.01
13/10/2018,3.32
13/10/2018,16.67
14/10/2018,3.743
14/10/2018,21.565
14/10/2018,8.64
14/10/2018,3.743
15/10/2018,10.6875
15/10/2018,29.028
15/10/2018,13.2945
15/10/2018,10.6875
16/10/2018,16.9785
16/10/2018,16.11
16/10/2018,21.036
16/10/2018,16.9785
17/10/2018,33.208
17/10/2018,9.777
17/10/2018,1.676
17/10/2018,33.208
18/10/2018,20.15
18/10/2018,8.315
18/10/2018,8.767
18/10/2018,20.15
19/10/2018,9.7475
19/10/2018,16.814
19/10/2018,22.09
19/10/2018,9.7475
20/10/2018,3.124
20/10/2018,17.185
20/10/2018,11.2005
20/10/2018,3.124
21/10/2018,3.636
21/10/2018,1.93
21/10/2018,23.5325
21/10/2018,3.636
22/10/2018,9.055
22/10/2018,26.388
22/10/2018,35.1315
22/10/2018,9.055
23/10/2018,12.98
23/10/2018,16.4
23/10/2018,33.512
23/10/2018,12.98
24/10/2018,5.768
24/10/2018,9.285
24/10/2018,9.658
24/10/2018,5.768
25/10/2018,23.514
25/10/2018,30.19
25/10/2018,19.884
25/10/2018,23.514
26/10/2018,12.002
26/10/2018,18.49
26/10/2018,3.406
26/10/2018,12.002
27/10/2018,4.4305
27/10/2018,9.898
27/10/2018,15.655
27/10/2018,4.4305
28/10/2018,9.982
28/10/2018,20.545
28/10/2018,27.396
28/10/2018,9.982
29/10/2018,1.9505
29/10/2018,7.43
29/10/2018,21.968
29/10/2018,1.9505
30/10/2018,2.4305
30/10/2018,1.148
30/10/2018,12.048
30/10/2018,2.4305
31/10/2018,10.238
31/10/2018,34.956
31/10/2018,4.336
31/10/2018,10.238
1/11/2018,5.984
1/11/2018,3.47
1/11/2018,5.611
1/11/2018,5.984
2/11/2018,25.27
2/11/2018,9.83
2/11/2018,20.736
2/11/2018,25.27
3/11/2018,14.0805
3/11/2018,10.128
3/11/2018,39.48
3/11/2018,14.0805
4/11/2018,35.516
4/11/2018,6.06
4/11/2018,1.537
4/11/2018,35.516
5/11/2018,3.972
5/11/2018,9.989
5/11/2018,18.792
5/11/2018,3.972
6/11/2018,8.191
6/11/2018,30.368
6/11/2018,25.5105
6/11/2018,8.191
7/11/2018,23.979
7/11/2018,6.322
7/11/2018,9.0045
7/11/2018,23.979
8/11/2018,6.933
8/11/2018,27.072
8/11/2018,5.679
8/11/2018,6.933
9/11/2018,3.5575
9/11/2018,4.9065
9/11/2018,41.315
9/11/2018,3.5575
10/11/2018,6.9975
10/11/2018,20.608
10/11/2018,31.99
10/11/2018,6.9975
11/11/2018,39.065
11/11/2018,3.6985
11/11/2018,11.1475
11/11/2018,39.065
12/11/2018,9.937
12/11/2018,1.595
12/11/2018,3.574
12/11/2018,9.937
13/11/2018,3.162
13/11/2018,6.94
13/11/2018,0.7715
13/11/2018,3.162
14/11/2018,18.6975
14/11/2018,9.331
14/11/2018,1.616
14/11/2018,18.6975
15/11/2018,10.3845
15/11/2018,4.4225
15/11/2018,26.1415
15/11/2018,10.3845
16/11/2018,8.814
16/11/2018,9.672
16/11/2018,3.82
16/11/2018,8.814
17/11/2018,10.3185
17/11/2018,7.275
17/11/2018,16.2155
17/11/2018,10.3185
18/11/2018,1.971
18/11/2018,25.215
18/11/2018,23.288
18/11/2018,1.971
19/11/2018,4.578
19/11/2018,15.3225
19/11/2018,30.2085
19/11/2018,4.578
20/11/2018,15.4425
20/11/2018,4.785
20/11/2018,29.8865
20/11/2018,15.4425
21/11/2018,6.456
21/11/2018,31.759
21/11/2018,20.652
21/11/2018,6.456
22/11/2018,19.548
22/11/2018,10.7275
22/11/2018,36.78
22/11/2018,19.548
23/11/2018,24.945
23/11/2018,18.998
23/11/2018,3.626
23/11/2018,24.945
24/11/2018,18.852
24/11/2018,34.8425
24/11/2018,8.226
24/11/2018,18.852
25/11/2018,10.226
25/11/2018,20.4365
25/11/2018,2.896
25/11/2018,10.226
26/11/2018,7.272
26/11/2018,2.5735
26/11/2018,5.102
26/11/2018,7.272
27/11/2018,9.909
27/11/2018,13.715
27/11/2018,11.7375
27/11/2018,9.909
28/11/2018,4.935
28/11/2018,9.8475
28/11/2018,21.595
28/11/2018,4.935
29/11/2018,19.255
29/11/2018,3.473
29/11/2018,35.69
29/11/2018,19.255
30/11/2018,2.348
30/11/2018,17.98
30/11/2018,28.116
30/11/2018,2.348
1/12/2018,3.675
1/12/2018,6.8565
1/12/2018,24.1255
1/12/2018,3.675
2/12/2018,7.1125
2/12/2018,24.951
2/12/2018,21.783
2/12/2018,7.1125
3/12/2018,34.38
3/12/2018,11.232
3/12/2018,8.2005
3/12/2018,34.38
4/12/2018,17.385
4/12/2018,6.287
4/12/2018,4.03
4/12/2018,17.385
5/12/2018,7.1475
5/12/2018,24.513
5/12/2018,21.51
5/12/2018,7.1475
6/12/2018,19.269
6/12/2018,22.8525
6/12/2018,13.197
6/12/2018,19.269
7/12/2018,7.2135
7/12/2018,7.842
7/12/2018,3.32
7/12/2018,7.2135
8/12/2018,19.5895
8/12/2018,5.986
8/12/2018,8.64
8/12/2018,19.5895
9/12/2018,26.915
9/12/2018,27.18
9/12/2018,13.2945
9/12/2018,26.915
10/12/2018,24.2575
10/12/2018,44.1405
10/12/2018,21.036
10/12/2018,24.2575
11/12/2018,6.6975
11/12/2018,7.629
11/12/2018,1.676
11/12/2018,6.6975
12/12/2018,35.0685
12/12/2018,34.672
12/12/2018,8.767
12/12/2018,35.0685
13/12/2018,3.5975
13/12/2018,11.475
13/12/2018,22.09
13/12/2018,3.5975
14/12/2018,35.7
14/12/2018,7.3395
14/12/2018,11.2005
14/12/2018,35.7
15/12/2018,9.107
15/12/2018,7.08
15/12/2018,23.5325
15/12/2018,9.107
16/12/2018,6.75
16/12/2018,5.8345
16/12/2018,35.1315
16/12/2018,6.75
17/12/2018,49.65
17/12/2018,3.698
17/12/2018,33.512
17/12/2018,49.65
18/12/2018,18.0915
18/12/2018,4.897
18/12/2018,9.658
18/12/2018,18.0915
19/12/2018,19.1555
19/12/2018,14.61
19/12/2018,19.884
19/12/2018,19.1555
20/12/2018,12.15
20/12/2018,26.244
20/12/2018,3.406
20/12/2018,12.15
21/12/2018,1.512
21/12/2018,4.602
21/12/2018,15.655
21/12/2018,1.512
22/12/2018,17.828
22/12/2018,3.794
22/12/2018,27.396
22/12/2018,17.828
23/12/2018,18.775
23/12/2018,4.036
23/12/2018,21.968
23/12/2018,18.775
24/12/2018,47.72
24/12/2018,5.631
24/12/2018,12.048
24/12/2018,47.72
25/12/2018,4.125
25/12/2018,3.56
25/12/2018,4.336
25/12/2018,4.125
26/12/2018,3.7485
26/12/2018,7.762
26/12/2018,5.611
26/12/2018,3.7485
27/12/2018,32.384
27/12/2018,14.71
27/12/2018,20.736
27/12/2018,32.384
28/12/2018,37.788
28/12/2018,27.4275
28/12/2018,39.48
28/12/2018,37.788
29/12/2018,9.979
29/12/2018,12.885
29/12/2018,1.537
29/12/2018,9.979
30/12/2018,21.966
30/12/2018,19.818
30/12/2018,18.792
30/12/2018,21.966
31/12/2018,8.248
31/12/2018,8.5905
31/12/2018,25.5105
31/12/2018,1.273
31/12/2018,8.248
1/1/2019,16.336
1/1/2019,24.4395
1/1/2019,9.0045
1/1/2019,29.099
1/1/2019,16.336
2/1/2019,23.094
2/1/2019,26.208
2/1/2019,5.679
2/1/2019,10.566
2/1/2019,23.094
3/1/2019,13.188
3/1/2019,6.663
3/1/2019,41.315
3/1/2019,2.756
3/1/2019,13.188
